concept_id,domain,canonical_label,aliases,jmdict_seq,japanese,kana,romaji,english,zh_hans,part_of_speech,concept_priority,candidate_priority,source_notes
cup,kitchen,cup,"cup,drinking cup,glass,tumbler",1050390,コップ,コップ,koppu,cup,杯子,noun,95,95,jmdict
chair,furniture,chair,"chair,seat,dining chair",1157070,椅子,いす,isu,chair,椅子,noun,94,94,jmdict
mug_cup,kitchen,mug,"mug,cup,coffee cup",2057330,マグカップ,マグカップ,magukappu,mug,马克杯,noun,94,94,jmdict
mobile_phone,electronics,mobile phone,"mobile phone,cell phone,phone,smartphone",1250690,携帯電話,けいたいでんわ,keitaidenwa,mobile phone,手机,noun,93,93,jmdict
cat,animals,cat,"cat,house cat",1467640,猫,ねこ,neko,cat,猫,noun,92,92,jmdict
dog,animals,dog,"dog,pet dog",1258330,犬,いぬ,inu,dog,狗,noun,92,92,jmdict
book,home,book,"book,books",1522150,本,ほん,hon,book,书,noun,91,91,jmdict
bottle,kitchen,bottle,"bottle,water bottle,jar",1491120,瓶,びん,bin,bottle,瓶子,noun,91,91,jmdict
laptop,electronics,laptop,"laptop,laptop computer,notebook computer",2257490,ノートパソコン,ノートパソコン,notopasokon,laptop,笔记本电脑,noun,90,90,jmdict
aircraft,vehicles,aircraft,aircraft,1281320,航空機,こうくうき,koukuuki,aircraft,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
alarm_clock,home,alarm clock,"alarm clock,clock",1535340,目覚まし,めざまし,mezamashi,alarm clock,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
ambulance,vehicles,ambulance,ambulance,1229100,救急車,きゅうきゅうしゃ,kyuukyuusha,ambulance,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
ant,animals,ant,ant,1225940,蟻,あり,ari,ant,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
apple,food,apple,apple,1555480,林檎,りんご,ringo,apple,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
balloon,objects,balloon,balloon,1499940,風船,ふうせん,fuusen,balloon,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bathtub,objects,bathtub,bathtub,1547480,浴槽,よくそう,yokusou,bathtub,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bear,animals,bear,bear,1246850,熊,くま,kuma,bear,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bee,animals,bee,bee,1517840,蜂,はち,hachi,bee,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bicycle,vehicles,bicycle,bicycle,1318290,自転車,じてんしゃ,jitensha,bicycle,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
binoculars,objects,binoculars,"binocular,binoculars",1398710,双眼鏡,そうがんきょう,sougankyou,binoculars,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bird,animals,bird,bird,1430250,鳥,とり,tori,bird,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
boat,vehicles,boat,boat,1333220,舟艇,しゅうてい,shuutei,boat,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bomb,objects,bomb,bomb,1475870,爆弾,ばくだん,bakudan,bomb,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bow_and_arrow,objects,bow and arrow,"arrow,bow and arrow",1228550,弓矢,ゆみや,yumiya,bow and arrow,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bowl,kitchen,bowl,bowl,1218880,器,うつわ,utsuwa,bowl,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
box,objects,box,box,1585650,箱,はこ,hako,box,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
boy,objects,boy,boy,1349170,少年,しょうねん,shounen,boy,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bread,food,bread,bread,1358400,食パン,しょくパン,shokupan,bread,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
bust,objects,bust,bust,1237940,胸像,きょうぞう,kyouzou,bust,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
butterfly,objects,butterfly,butterfly,1597640,蝶々,ちょうちょう,chouchou,butterfly,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
calculator,objects,calculator,calculator,1443600,電卓,でんたく,dentaku,calculator,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
candy,objects,candy,candy,1153520,飴,あめ,ame,candy,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
car,vehicles,car,car,1323080,車,くるま,kuruma,car,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
castle,objects,castle,castle,1355710,城,しろ,shiro,castle,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
cattle,objects,cattle,cattle,1231490,牛,うし,ushi,cattle,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
chest_of_drawers,objects,chest of drawers,"chest of drawer,chest of drawers,drawers",1418990,箪笥,たんす,tansu,chest of drawers,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
chicken,objects,chicken,chicken,1252990,鶏,にわとり,niwatori,chicken,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
chisel,objects,chisel,chisel,1446420,刀,かたな,katana,chisel,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
chopsticks,objects,chopsticks,"chopstick,chopsticks",1476410,箸,はし,hashi,chopsticks,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
clock,home,clock,clock,1316140,時計,とけい,tokei,clock,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
closet,objects,closet,closet,1589110,押入れ,おしいれ,oshiire,closet,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
coat,objects,coat,coat,1580340,上着,うわぎ,uwagi,coat,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
coin,objects,coin,coin,1280530,硬貨,こうか,kouka,coin,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
container,objects,container,container,1545370,容器,ようき,youki,container,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
crab,objects,crab,crab,1202410,蟹,かに,kani,crab,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
crown,objects,crown,crown,1181450,王冠,おうかん,oukan,crown,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
cupboard,objects,cupboard,cupboard,1267050,戸棚,とだな,todana,cupboard,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
cutting_board,objects,cutting board,"board,cutting board",1481350,板,いた,ita,cutting board,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
desk,objects,desk,desk,1220210,机,つくえ,tsukue,desk,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
doll,objects,doll,doll,1367120,人形,にんぎょう,ningyou,doll,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
door,home,door,door,1266970,戸,と,to,door,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
drawer,objects,drawer,drawer,1601650,引き出し,ひきだし,hikidashi,drawer,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
drum,objects,drum,drum,1408280,太鼓,たいこ,taiko,drum,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
egg,objects,egg,egg,1549140,卵,たまご,tamago,egg,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
envelope,objects,envelope,envelope,1499690,封筒,ふうとう,fuutou,envelope,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
eraser,objects,eraser,eraser,1350080,消しゴム,けしゴム,keshigomu,eraser,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
fireplace,objects,fireplace,fireplace,1419900,暖炉,だんろ,danro,fireplace,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
fish,animals,fish,fish,1578010,魚,さかな,sakana,fish,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
flag,objects,flag,flag,1220240,旗,はた,hata,flag,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
flower,objects,flower,flower,1194500,花,はな,hana,flower,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
flowerpot,objects,flowerpot,flowerpot,1357380,植木鉢,うえきばち,uekibachi,flowerpot,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
flute,objects,flute,flute,1437310,笛,ふえ,fue,flute,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
footwear,objects,footwear,footwear,1600680,履物,はきもの,hakimono,footwear,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
fountain,objects,fountain,fountain,1390790,泉水,せんすい,sensui,fountain,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
fox,objects,fox,fox,1267340,狐,きつね,kitsune,fox,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
frog,objects,frog,frog,1577460,蛙,かえる,kaeru,frog,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
girl,objects,girl,girl,1531190,娘,むすめ,musume,girl,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
glasses,objects,glasses,"glass,glasses",1577670,眼鏡,メガネ,megane,glasses,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
glove,clothing,glove,glove,1328090,手袋,てぶくろ,tebukuro,glove,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
goldfish,objects,goldfish,goldfish,1242750,金魚,きんぎょ,kingyo,goldfish,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
grape,objects,grape,grape,1499230,葡萄,ぶどう,budou,grape,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
handgun,objects,handgun,handgun,1257760,拳銃,けんじゅう,kenjuu,handgun,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
hat,clothing,hat,hat,1519170,帽子,ぼうし,boushi,hat,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
horizontal_bar,objects,horizontal bar,"bar,horizontal bar",1438030,鉄棒,てつぼう,tetsubou,horizontal bar,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
horse,animals,horse,horse,1471560,馬,うま,uma,horse,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
house,objects,house,house,1337190,宿,やど,yado,house,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
insect,objects,insect,insect,1426680,虫,むし,mushi,insect,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
juice,objects,juice,juice,1335520,汁,しる,shiru,juice,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
kitchen_knife,kitchen,kitchen knife,"kitchen knife,knife",1515530,包丁,ほうちょう,houchou,kitchen knife,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
kite,objects,kite,kite,1581560,凧,たこ,tako,kite,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
knife,kitchen,knife,knife,1348540,小刀,こがたな,kogatana,knife,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
light_bulb,objects,light bulb,"bulb,light bulb",1443170,電球,でんきゅう,denkyuu,light bulb,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
lighthouse,objects,lighthouse,lighthouse,1448730,灯台,とうだい,toudai,lighthouse,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
lipstick,objects,lipstick,lipstick,1276110,口紅,くちべに,kuchibeni,lipstick,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
milk,objects,milk,milk,1464980,乳,ちち,chichi,milk,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
mirror,home,mirror,mirror,1238550,鏡,かがみ,kagami,mirror,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
monkey,objects,monkey,monkey,1177390,猿,さる,saru,monkey,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
mouse,objects,mouse,mouse,1397840,鼠,ネズミ,nezumi,mouse,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
mushroom,objects,mushroom,mushroom,1416010,茸,きのこ,kinoko,mushroom,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
nail,objects,nail,nail,1433880,爪,つめ,tsume,nail,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
necklace,objects,necklace,necklace,1329280,首飾り,くびかざり,kubikazari,necklace,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
organ,objects,organ,organ,1218910,器官,きかん,kikan,organ,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
peach,objects,peach,peach,1448290,桃,もも,momo,peach,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
perfume,objects,perfume,perfume,1283060,香水,こうすい,kousui,perfume,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
pig,objects,pig,pig,1457390,豚,ぶた,buta,pig,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
pillow,home,pillow,pillow,1524860,枕,まくら,makura,pillow,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
plate,kitchen,plate,plate,1299680,皿,さら,sara,plate,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
rabbit,objects,rabbit,rabbit,1443970,兎,うさぎ,usagi,rabbit,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
raven,objects,raven,raven,1171450,烏,カラス,karasu,raven,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
refrigerator,objects,refrigerator,refrigerator,1557110,冷蔵庫,れいぞうこ,reizouko,refrigerator,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
rose,objects,rose,rose,1571760,薔薇,ばら,bara,rose,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
ruler,objects,ruler,ruler,1435520,定規,じょうぎ,jougi,ruler,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
scale,objects,scale,scale,1223090,規模,きぼ,kibo,scale,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
shark,objects,shark,shark,1299670,鮫,サメ,same,shark,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
sheep,objects,sheep,sheep,1546490,羊,ひつじ,hitsuji,sheep,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
shelf,objects,shelf,shelf,1416700,棚,たな,tana,shelf,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
shellfish,objects,shellfish,shellfish,1203100,貝,かい,kai,shellfish,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
shirt,clothing,shirt,shirt,1148640,Ｙシャツ,ワイシャツ,waishatsu,shirt,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
shower,objects,shower,shower,1542820,夕立,ゆうだち,yuudachi,shower,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
sink,objects,sink,sink,1552100,流し,ながし,nagashi,sink,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
skull,objects,skull,skull,1450850,頭骨,とうこつ,toukotsu,skull,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
skyscraper,objects,skyscraper,skyscraper,1523850,摩天楼,まてんろう,matenrou,skyscraper,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
snake,objects,snake,snake,1323350,蛇,へび,hebi,snake,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
sock,clothing,sock,sock,1246740,靴下,くつした,kutsushita,sock,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
spider,objects,spider,spider,1421960,蜘蛛,くも,kumo,spider,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
spoon,kitchen,spoon,spoon,1585630,匙,さじ,saji,spoon,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
stairs,objects,stairs,"stair,stairs",1203020,階,かい,kai,stairs,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
street_light,objects,street light,"light,street light",1204620,街灯,がいとう,gaitou,street light,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
stretcher,objects,stretcher,stretcher,1418150,担架,たんか,tanka,stretcher,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
submarine,objects,submarine,submarine,1391340,潜水艦,せんすいかん,sensuikan,submarine,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
sushi,objects,sushi,sushi,1595650,寿司,すし,sushi,sushi,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
swan,objects,swan,swan,1475330,白鳥,はくちょう,hakuchou,swan,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
sword,objects,sword,sword,1446420,刀,かたな,katana,sword,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
tank,objects,tank,tank,1602800,船,ふね,fune,tank,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
tea,objects,tea,tea,1422570,茶,ちゃ,cha,tea,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
telephone,objects,telephone,telephone,1443840,電話,でんわ,denwa,telephone,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
tiger,objects,tiger,tiger,1267610,虎,とら,tora,tiger,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
toilet,objects,toilet,toilet,1174790,衛生,えいせい,eisei,toilet,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
tool,objects,tool,tool,1454180,道具,どうぐ,dougu,tool,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
toothbrush,objects,toothbrush,toothbrush,1313070,歯ブラシ,はブラシ,haburashi,toothbrush,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
torch,objects,torch,torch,1200600,懐中電灯,かいちゅうでんとう,kaichuudentou,torch,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
tortoise,objects,tortoise,tortoise,1224260,亀,かめ,kame,tortoise,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
towel,objects,towel,towel,1598400,手ぬぐい,てぬぐい,tenugui,towel,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
tower,objects,tower,tower,1446740,塔,とう,tou,tower,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
toy,objects,toy,toy,1217070,玩具,おもちゃ,omocha,toy,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
traffic_light,objects,traffic light,"light,traffic light",1359240,信号,しんごう,shingou,traffic light,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
train,vehicles,train,train,1222700,汽車,きしゃ,kisha,train,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
tree,objects,tree,tree,1534520,木,き,ki,tree,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
umbrella,objects,umbrella,umbrella,1301940,傘,かさ,kasa,umbrella,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
vase,objects,vase,vase,1194870,花瓶,かびん,kabin,vase,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
washing_machine,objects,washing machine,"machine,washing machine",1390990,洗濯機,せんたくき,sentakuki,washing machine,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
watercraft,objects,watercraft,watercraft,1333220,舟艇,しゅうてい,shuutei,watercraft,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
watermelon,objects,watermelon,watermelon,1380890,西瓜,すいか,suika,watermelon,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
whale,objects,whale,whale,1253270,鯨,クジラ,kujira,whale,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
wheel,objects,wheel,wheel,1323080,車,くるま,kuruma,wheel,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
wheelchair,objects,wheelchair,wheelchair,1323090,車椅子,くるまいす,kurumaisu,wheelchair,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
window,home,window,window,1401400,窓,まど,mado,window,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
worm,objects,worm,worm,1426680,虫,むし,mushi,worm,,noun,89,89,auto_openimages_jmdict_exact_gloss_zh_pending
axe,tools,axe,axe,1497080,斧,おの,ono,axe,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
beehive,objects,beehive,beehive,1400460,巣箱,すばこ,subako,beehive,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
bench,objects,bench,bench,1177640,縁台,えんだい,endai,bench,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
bull,objects,bull,bull,1237200,教書,きょうしょ,kyousho,bull,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
camera,electronics,camera,camera,1594660,写真機,しゃしんき,shashinki,camera,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
cart,objects,cart,cart,1182720,屋台,やたい,yatai,cart,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
cucumber,objects,cucumber,cucumber,1193540,河童,かっぱ,kappa,cucumber,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
curtain,objects,curtain,curtain,1524750,幕,まく,maku,curtain,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
dagger,objects,dagger,dagger,1200620,懐刀,ふところがたな,futokorogatana,dagger,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
deer,objects,deer,deer,1319030,鹿,しか,shika,deer,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
dinosaur,objects,dinosaur,dinosaur,1591710,恐竜,きょうりゅう,kyouryuu,dinosaur,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
duck,objects,duck,duck,1209250,鴨,かも,kamo,duck,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
eagle,objects,eagle,eagle,1562630,鷲,わし,washi,eagle,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
earring,objects,earring,earring,1317260,耳飾り,みみかざり,mimikazari,earring,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
falcon,objects,falcon,falcon,1478360,隼,はやぶさ,hayabusa,falcon,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
hammer,tools,hammer,hammer,1956700,槌,つち,tsuchi,hammer,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
handbag,objects,handbag,handbag,1328160,手提げ,てさげ,tesage,handbag,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
helmet,clothing,helmet,helmet,1209030,兜,かぶと,kabuto,helmet,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
leopard,objects,leopard,leopard,1629070,豹,ひょう,hyou,leopard,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
lily,objects,lily,lily,1488160,百合,ゆり,yuri,lily,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
lion,objects,lion,lion,1311070,獅子,しし,shishi,lion,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
mammal,objects,mammal,mammal,1565260,哺乳類,ほにゅうるい,honyuurui,mammal,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
paddle,objects,paddle,paddle,1589630,櫂,かい,kai,paddle,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
palm_tree,objects,palm tree,"palm tree,tree",1568330,椰子,やし,yashi,palm tree,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
parachute,objects,parachute,parachute,1548660,落下傘,らっかさん,rakkasan,parachute,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
pitcher,objects,pitcher,pitcher,1447260,投手,とうしゅ,toushu,pitcher,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
poster,objects,poster,poster,1427830,張り出し,はりだし,haridashi,poster,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
remote_control,electronics,remote control,"remote,remote control",1143120,リモコン,リモコン,rimokon,remote control,遥控器,noun,88,88,jmdict
speaker,electronics,speaker,"bluetooth speaker,loudspeaker,mini speaker,sound box,soundbox,speaker",1072240,スピーカー,スピーカー,supiikaa,speaker,扬声器,noun,87,87,jmdict
game_controller,electronics,game controller,"controller,game controller,gamepad,gaming controller,xbox controller",2861654,ゲームコントローラー,ゲームコントローラー,geemukontoroolaa,game controller,游戏手柄,noun,86,86,jmdict
rhinoceros,objects,rhinoceros,"rhinocero,rhinoceros",1295160,犀,さい,sai,rhinoceros,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
rifle,objects,rifle,rifle,1348260,小銃,しょうじゅう,shoujuu,rifle,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
saucer,objects,saucer,saucer,1329620,受け皿,うけざら,ukezara,saucer,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
scarf,objects,scarf,scarf,1603900,巻物,まきもの,makimono,scarf,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
sea_turtle,objects,sea turtle,"sea turtle,turtle",1201310,海がめ,うみがめ,umigame,sea turtle,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
serving_tray,objects,serving tray,"serving tray,tray",1396490,膳,ぜん,zen,serving tray,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
shorts,objects,shorts,"short,shorts",2002150,短パン,たんパン,tanpan,shorts,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
snail,objects,snail,snail,1572070,蝸牛,かたつむり,katatsumuri,snail,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
snowman,objects,snowman,snowman,1386510,雪だるま,ゆきだるま,yukidaruma,snowman,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
stethoscope,objects,stethoscope,stethoscope,1428920,聴診器,ちょうしんき,choushinki,stethoscope,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
stool,objects,stool,stool,1745010,踏み台,ふみだい,fumidai,stool,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
tap,objects,tap,tap,1956550,栓,せん,sen,tap,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
tent,objects,tent,tent,1440370,天幕,てんまく,tenmaku,tent,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
tripod,objects,tripod,tripod,1300160,三脚,さんきゃく,sankyaku,tripod,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
truck,vehicles,truck,truck,1412630,台車,だいしゃ,daisha,truck,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
turkey,objects,turkey,turkey,1319520,七面鳥,しちめんちょう,shichimenchou,turkey,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
van,objects,van,van,1683510,急先鋒,きゅうせんぽう,kyuusenpou,van,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
watch,objects,watch,watch,1630860,見張り,みはり,mihari,watch,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
willow,objects,willow,willow,1538490,柳,やなぎ,yanagi,willow,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
wok,objects,wok,wok,1695820,中華鍋,ちゅうかなべ,chuukanabe,wok,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
woodpecker,objects,woodpecker,woodpecker,1692880,啄木,たくぼく,takuboku,woodpecker,,noun,88,88,auto_openimages_jmdict_exact_gloss_zh_pending
bookcase,objects,bookcase,bookcase,1523140,本箱,ほんばこ,honbako,bookcase,,noun,86,86,auto_openimages_jmdict_exact_gloss_zh_pending
